學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數（D）全校境外(新生)學生實際註冊人數(D)(107學年度新增),當學年度全校新生註冊率,全校招生特色說明
107,私立,技專校院,1065,吳鳳科技大學,2145,1,1569,5,73.24,本校校區廣闊，佔地18公頃，比鄰中正大學、嘉義大學、南華大學、嘉義縣文化中心，文風鼎盛，人才薈萃，為嘉南地區唯一一所以發展實務應用科技為導向的最高學府。為達成資源共享，提升教學品質與人文素養，本校與彰雲嘉地區大學院校組成校際聯盟，共同舉辦學術、藝文及體育交流活動，增進地區師生交流互動，帶動整體文教水準提升。本校設有光機電暨材料、消防、應用數位媒體及餐旅管理研究所；大學部設有機械工程、電機工程、消防、安全科技與管理、資訊工程、資訊管理、行銷與流通管理、應用遊戲、應用數位媒體、餐旅管理、觀光休閒管理、應用日語、休閒遊憩與運動管理、美容美髮造型設計、幼兒保育、長期照護等16個系，招收四技學生，另有車輛科技與經營管理系已獲准自108學年度起招生；進修部及進修學院設有大學部和專科部，提供學生在職進修管道。本校教學設施完善，運動休閒設備新穎，讓每一個學生都能有一個適宜的環境，得以持續的學習、成長與發展。
107,私立,技專校院,1066,環球學校財團法人環球科技大學,2368,0,1571,74,67.36,強化結合與高中、職校以策略聯盟方式進行實質資源共享，增加學生對本校辦學績效的認識，並藉由此方式行銷學校特色。另外，針對有升學意願但仍須兼顧經濟壓力之學生，本校持續加強推動契合式產業班，透過與產業界合作方式，強化與高中、職校輔導室、實習處或建教合作單位聯繫；針對各機關、學會、工會或縣內產業等團體各合作單位實際需求，規劃課程並開設產學班，提供人才培育機制，提升職場人員競爭能力，並拓展新生來源。最後加強對於社會弱勢族群提供進修的機會，依據實際需求開設相關課程，以提升職場競爭能力為目標。
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,727,0,384,133,60.12,1.本校為全國第一所以休閒產業為特色大學，為國家培育休閒產業的優質專業管理人才之綜合型大學。  2.本校位於台南市麻豆市區內，緊鄰中山高速公路、國道三號、台鐵，交通便捷，便於學生上學返鄉。  3.本校學生宿舍安全舒適，附有冷氣及衛浴等套房設備，新生除戶籍設於台南市或有特殊原因外，一律住宿。  4.本校為全國收費最低廉之私立大學，並提供高額菁英入學獎學金與各項校內獎助學金及工讀機會，供學生完成大學學業。  5.全國大學唯一擁有大型教學飯店「蓮潭國際會館」與「高雄國際會館」，為提供本校學生實習與就業之最佳場所。  6.本校緊鄰台南科學園區，各系與南科各企業有密切的合作夥伴關係，對學生的深造、實習與就業提供十足有利的條件。
107,私立,技專校院,1068,中州學校財團法人中州科技大學,1930,0,1031,0,53.42,本校定位為「區域性實用型之優質科技大學」，在校訓「精、公、誠、毅」為教育最高指導原則下，以「年輕、快樂、學習、希望、追求卓越」為目標，以「從事職業技術教育，培育實務致用專業人才」為宗旨，追求「卓越、創新、品質、健康」的辦學願景，發揚「辦學正派、品質卓越」、「學生第一、正向回應」、「團隊合作、績效為先」和「分享資源、關懷社會」的「中州精神」，密切結合地區產業，發揮技職特性，強化社區服務，成為終身教育場所。中州致力培育學習者成為兼具區域性和實用型之工學、觀光與管理、健康領域實用專業人才，為達成目標，在教學研究組織建置上設置工學、觀光與管理及健康三個學院，並成立「保健食品研發暨檢驗」、「工業智動化」、「智慧雲端與大數據」等3個研究中心，以加強教學績效和研發推廣，同時將配合國家社會及經濟發展之人才需求，檢視地區性產業成長的特色，進行適時適切之教學系所或研究單位之調整。
107,私立,技專校院,1069,修平學校財團法人修平科技大學,1983,1,1501,62,76.47,本校前身為台中「樹德工專」，為工科起家之中部優質學府。民國100年升格科大後更名為「修平科技大學」，培育大台中地區學子已逾半世紀。本校特色如下：1.培育百工百業人才：本校設有工程學院、管理學院及觀光與創意學院等。無論就基礎工程工業人才建構，科技時代金融服務產業骨幹栽培，新興觀光產業與文化精英涵養等，都能提供各面向教育資源，孕育學生專業知能以注入社會新血能量。2.在職可進修，修習可兼職：本校提供各種學制，除日間部外，另有進修部與附設進修學院及專科進修學校，可於夜間或週六日上課，讓仍需工作者有機會同時進修學業；同時本校是全台唯一坐落於工業區之科技大學，學生就近兼職機會更多，實為就讀本校之附加利益。3.校外實習累積職場競爭力：本校提供知名大企業實習(如友達、上銀、星巴克、富邦等)以增進實務經驗，或者海外實習/研習(美國、日本、新加坡等)以拓展國際視野，為學生儲備未來職場不被取代的優勢，亦為本校教學之特色。
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,2215,0,2174,7,98.15,1.本校辦學績優，深獲學生、家長與社會肯定：(1)107年度全國首次所有系所通過台灣評鑑協會「專業學門教育認證」評鑑。(2)106-107年度獲遠見雜誌發表最佳大學前20強，教學面全國科技校院第1名，學生平均預算為全國科技校院第2名。(3)107學年度新生註冊率高達98.15%。(4)100-106年度獲教育部「獎勵科技大學教學卓越計畫」累計逾2.5億元。2.設林口及嘉義校區，四技日間部設護理系、幼兒保育系、化妝品應用系、保健營養系；二技日間部設護理系、高齡暨健康照護管理系、呼吸照護系、化妝品應用系、幼兒保育系；二技進修部設護理系、高齡暨健康照護管理系、幼兒保育系；研究所設高齡暨健康照護管理研究所、健康產業科技研究所、護理系碩士在職專班。3.招生專線林口校區03-2118999轉5533(日間部)、5605(進修部)。嘉義校區05-3628800轉2361(日間部)、2371(進修部)。
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,3420,0,2716,35,79.62,本校辦學特色分為基礎面向及精進特色一、基礎面向包含：1.結合業師教師實務增能、2.推動英語語言能力證照、3.輔導各項專業技能檢定、4.推廣勞作教育服務學習、5.媒合企業輔導學生就業、6.引導師生參與產學合作。二、精進特色包含：1.推動一畢二語三獎四證、2.強化學生創新實踐能力、3.推行校外實習就業接軌、4精進實務導向教學環境、5.多功能之機器人博物館、6.深化品德教育學習輔導、7.建構e化資訊整合系統、8.海外研修實習國際競賽。
107,私立,技專校院,1072,大華學校財團法人大華科技大學,482,0,290,0,60.17,(一)、精進科大定位，發展辦學特色 (二)、配合產業需求，調整學院架構 (三)、深化教學機制與創新學習輔導 (四)、設置研究中心、落實研發成果與鼓勵師生參與各項競賽 (五)、規劃校園建設、建設優質學習環境
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,3260,3,2542,279,79.78,經過50餘年來的穩健發展與經驗傳承，本校的辦學成效深獲各界肯定，除了104-106年共獲得教育部教學卓越計畫九千一百五十萬的補助外，107年更獲得教育部高教深耕計畫五年共三億兩千九百萬的補助，同時教育部創新教學先導計畫、USR、IR連續3年計畫等也都全數通過獲得補助；學生參與各項國內外競賽則屢創佳績，104-106年度總計榮獲468項國內外競賽獎項，摘下包括德國紅點設計獎、國際餐飲廚藝大賽特金牌以及亞洲調酒大賽花式總冠軍在內的多項大獎；本校並獲選為「大專校院校務財務資訊公開」私立技專校院參考製作典範代表，同時獲教育部「品德教育特色學校」獎項肯定。本校自我定位為一所「以務實致用之旨，培育專業服務技術人才」之親產業科技大學，配合政府持續 推動「技職教育再造方案」，積極朝「調整制度、彈性課程、實務增能、就業接軌」方向提升競爭力。
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,562,0,317,0,56.41,以「就業、證照、產學」為主軸，結合工程科技、商業管理與生活應用既有之特色，戮力發展「智慧科技」、「在地文產」與「綠能舒活」等重點特色。各系由企業認養，由企業針對該企業的人才或研發需求，系所的學生及老師可成為企業的研發後盾及培養員工的基地。並與榮剛材料公司、精剛精密科技公司、宏剛精密工業公司、可成科技公司、群創光電公司、東陽實燈公司、台南大億麗緻酒店、多那之餐飲、燦坤3C、全家便利商店、媚登峰公司、曼都全省連鎖美容美髮公司等優質企業合作，培養學生就業所需要之專業能力。
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2317,0,2127,88,92.10,秉持「尊重個人尊嚴，接受個別差異，激發個人潛能，為生命服務」的教育理念，培育具國際觀及專業素養之外語人才。建校至今，外語課程皆以「全外語」授課，培育學生聽說讀寫的能力。此外，大學部日四技各系均需修習24個共同必修英語學分，進四技各系均需修習16個共同必修英語學分，同時培育二項專長，增加個人競爭的優勢條件。五專部並實施全國唯一的「雙外語課程」，專科部前三年，每位學生必需同時修習兩種外國語文，英文科學生須在法、德、西、日文中擇一副修。專科部四、五年級及二技學生修習其主修課程外，可選修副修語言及第三外語，持續增加第二、三專長之能力。專業學群之課程設計理論與實務並重，充實學生實用專業知能，學生可依興趣及就業需求選擇修習學程、雙主修與輔系，以提升其外語能力及擴展其專業知能，為生涯做好準備。另為培養學生健全人格，設立人文教育學院(含通識教育中心、吳甦樂教育中心、體育教學中心)，培育更多優質世界公民。
